VPCU-alloc,runhybrid_pass,notFit,VMC,MC_Total,OPS-FU,VMC-alloc,prtime,vcLimit,runhybrid_complete,VAFG-split,VPCU,maketst_time,vlink,runhybrid_rbw,pir_sha,pattern,runp2p_success,succeeded,app,genpir_err,OPS-Fix,OPS-Other,PMU,PCU,runhybrid_cycle,VAFG,VDAG,VAFG-alloc,DAG,runhybrid_success,row,VPMU-alloc,simfreq,VBB,runp2p_wbw,OPS-All,VPMU-split,gentst_time,VBB-alloc,VPCU-split,VDAG-alloc,runp2p_cycle,genpir,runp2p_err,runp2p_rbw,runp2p_complete,runp2p_dram_power,runhybrid_wbw,slink,runhybrid_dram_power,VBB-split,maketst_err,MC,PCU_Total,VDAG-split,time,runhybrid_deadlock,VPMU,mergeTime_ms,col,runproute_err,runp2p_time,runproute_time,runhybrid_time,PMU_Total,gentst_err,DAG_Total,VMC-split,pirArgs,maxActive,freq,OPS-Flt,algo,runp2p_pass,OPS-Prog FU,runp2p_deadlock,project,runhybrid_err,avgActive,spatial_sha,backend
23,,,3,40,"94456192 OP, 984.49 GOPS",3,,,False,1,72,4:19.57,,,d86e20f2,,True,True,Kmeans_5,,"50210688 OP, 523.33 GOPS","54977536 OP, 573.02 GOPS",22,52,,1,0,1,16,False,20,15,2.62kHz,,0.170766,"105188224 OP, 1096.35 GOPS",18,129.593393715,,72,0,95944,True,,1.36613,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,18,,20,,0:36.59,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",68.30651213207705,1000000000.0,,,True,"29394304 OP, 306.37 GOPS",False,pirTest,,20.110393788268382,10f10351,Tst
17,,,3,40,"107008896 OP, 567.33 GOPS",3,,,False,1,58,4:01.86,,,d86e20f2,,True,True,Kmeans_6,,"57368960 OP, 304.15 GOPS","63468544 OP, 336.49 GOPS",17,46,,1,0,1,10,False,20,12,3.85kHz,,0.0868625,"120837504 OP, 640.64 GOPS",15,103.885244216,,58,0,188620,True,,0.6949,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,15,,20,,0:48.98,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",69.48997985367406,1000000000.0,,,True,"31248256 OP, 165.67 GOPS",False,pirTest,,15.495470987726211,10f10351,Tst
20,,,3,40,"103273344 OP, 1076.19 GOPS",3,,,False,1,65,4:16.32,,,d86e20f2,,True,True,Kmeans_7,,"56254848 OP, 586.22 GOPS","59864064 OP, 623.83 GOPS",20,55,,1,0,1,10,False,20,15,2.47kHz,,0.170734,"116118912 OP, 1210.05 GOPS",20,123.767339374,,65,0,95962,True,,1.36587,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,20,,20,,0:38.80,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",68.29369958942081,1000000000.0,,,True,"30658432 OP, 319.49 GOPS",False,pirTest,,22.733743397083927,10f10351,Tst
24,,,3,40,"94688128 OP, 753.62 GOPS",3,,,False,1,82,4:47.00,,,d86e20f2,,True,True,Kmeans_8,,"50356608 OP, 400.79 GOPS","55079936 OP, 438.38 GOPS",24,62,,1,0,1,16,False,20,15,2.5kHz,,0.1304,"105436544 OP, 839.17 GOPS",20,134.286084136,,82,0,125644,True,,1.0432,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,20,,20,,0:50.26,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",52.160071312597495,1000000000.0,,,True,"29478784 OP, 234.62 GOPS",False,pirTest,,13.865899471289767,10f10351,Tst
38,,,3,40,"106765872 OP, 1253.00 GOPS",3,,,False,1,158,11:58.38,,,d86e20f2,,True,True,Kmeans_9,,"53357072 OP, 626.20 GOPS","62874928 OP, 737.90 GOPS",40,115,,1,0,1,31,False,20,18,1.24kHz,,0.192282,"116232000 OP, 1364.10 GOPS",28,259.382949544,,158,0,85208,True,,1.53826,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,28,,20,,1:08.66,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",51.675898976621916,1000000000.0,,,True,"32310784 OP, 379.20 GOPS",False,pirTest,,11.606184493706792,10f10351,Tst
2,,,,40,"908 OP, 15.13 GOPS",,,,False,1,2,0:34.46,,,d86e20f2,,True,True,LUTTest_0,,"264 OP, 4.40 GOPS","772 OP, 12.87 GOPS",2,1,,1,0,1,1,False,20,2,0.13kHz,,0.0,"1036 OP, 17.27 GOPS",2,10.797635993,,2,0,60,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.47,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",13.333333333333334,1000000000.0,,,True,"268 OP, 4.47 GOPS",False,pirTest,,10.333333333333334,10f10351,Tst
2,,,,40,"908 OP, 5.50 GOPS",,,,False,1,2,0:35.12,,,d86e20f2,,True,True,LUTTest_1,,"264 OP, 1.60 GOPS","772 OP, 4.68 GOPS",2,2,,1,0,1,0,False,20,2,0.34kHz,,0.0,"1036 OP, 6.28 GOPS",2,9.27952755,,2,0,165,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.48,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",77.57575757575758,1000000000.0,,,True,"268 OP, 1.62 GOPS",False,pirTest,,54.666666666666664,10f10351,Tst
3,,,,40,"1416 OP, 14.02 GOPS",,,,False,1,3,0:36.12,,,d86e20f2,,True,True,LUTTest_2,,"262 OP, 2.59 GOPS","1282 OP, 12.69 GOPS",2,3,,1,0,1,0,False,20,2,0.18kHz,,0.0,"1544 OP, 15.29 GOPS",2,9.87969588,,3,0,101,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.56,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",63.366336633663366,1000000000.0,,,True,"264 OP, 2.61 GOPS",False,pirTest,,49.04798172124905,10f10351,Tst
3,,,,40,"1928 OP, 41.91 GOPS",,,,False,1,3,0:40.22,,,d86e20f2,,True,True,LUTTest_3,,"774 OP, 16.83 GOPS","1282 OP, 27.87 GOPS",4,2,,1,0,1,1,False,20,2,0.1kHz,,0.0,"2056 OP, 44.70 GOPS",4,15.915679366,,3,0,46,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,4,,20,,0:00.47,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",8.695652173913043,1000000000.0,,,True,"520 OP, 11.30 GOPS",False,pirTest,,7.867494824016563,10f10351,Tst
3,,,,40,"33 OP, 1.74 GOPS",,,,False,1,3,2:17.76,,,d86e20f2,,True,True,LUTTest_4,,"33 OP, 1.74 GOPS",,2,0,,1,0,1,1,False,20,,0.04kHz,,0.0,"33 OP, 1.74 GOPS",,8.698622498,,3,0,19,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:00.49,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",5.2631578947368425,1000000000.0,,,True,"1 OP, 0.05 GOPS",False,pirTest,,5.2631578947368425,10f10351,Tst
13,,,4,40,"630160 OP, 52.11 GOPS",4,,,False,1,20,1:42.85,,,d86e20f2,,True,True,LogReg_0,,"285648 OP, 23.62 GOPS","392064 OP, 32.42 GOPS",11,15,,1,0,1,5,False,20,11,6.95kHz,,0.0105838,"712144 OP, 58.88 GOPS",11,35.068478767,,20,0,12094,True,,5.58293,True,,,,,,,4,200,0,2019-12-13 12:52:06 -0800,False,11,,20,,0:01.74,,,200,,40,4,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",8.467008433934183,1000000000.0,"34432 OP, 2.85 GOPS",,True,"205840 OP, 17.02 GOPS",False,pirTest,,3.413585914170416,10f10351,Tst
16,,,4,40,"807824 OP, 129.79 GOPS",4,,,False,1,30,2:12.75,,,d86e20f2,,True,True,LogReg_1,,"426448 OP, 68.52 GOPS","461696 OP, 74.18 GOPS",14,23,,1,0,1,7,False,20,12,4.54kHz,,0.0205656,"922576 OP, 148.23 GOPS",14,49.653366904,,30,0,6224,True,,10.8483,True,,,,,,,4,200,0,2019-12-13 12:52:06 -0800,False,14,,20,,0:01.37,,,200,,40,4,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",16.452442159383033,1000000000.0,"34432 OP, 5.53 GOPS",,True,"240144 OP, 38.58 GOPS",False,pirTest,,5.038590164714844,10f10351,Tst
19,,,6,40,"611456 OP, 97.94 GOPS",6,,,False,1,29,2:20.88,,,d86e20f2,,True,True,LogReg_2,,"276928 OP, 44.36 GOPS","382080 OP, 61.20 GOPS",17,22,,1,0,1,7,False,20,17,4.59kHz,,0.020503,"693440 OP, 111.07 GOPS",17,60.605779553,,29,0,6243,True,,10.682,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,17,,20,,0:01.36,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",8.201185327566876,1000000000.0,"34432 OP, 5.52 GOPS",,True,"196864 OP, 31.53 GOPS",False,pirTest,,4.2531976899398645,10f10351,Tst
25,,,6,40,"797312 OP, 243.38 GOPS",6,,,False,1,49,2:58.53,,,d86e20f2,,True,True,LogReg_3,,"421824 OP, 128.76 GOPS","455808 OP, 139.14 GOPS",23,38,,1,0,1,11,False,20,19,2.43kHz,,0.039072,"912064 OP, 278.41 GOPS",23,83.030458751,,49,0,3276,True,,20.3565,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,23,,20,,0:01.35,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",15.628815628815628,1000000000.0,"34432 OP, 10.51 GOPS",,True,"235264 OP, 71.81 GOPS",False,pirTest,,5.885975622817728,10f10351,Tst
37,,,6,40,"1151360 OP, 473.81 GOPS",6,,,False,1,127,6:44.04,,,d86e20f2,,True,True,LogReg_4,,"476864 OP, 196.24 GOPS","754816 OP, 310.62 GOPS",35,110,,1,0,1,17,False,20,23,1.25kHz,,0.0526749,"1266112 OP, 521.03 GOPS",35,237.054399824,,127,0,2430,True,,27.4436,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,35,,20,,0:01.95,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",21.069958847736626,1000000000.0,"34432 OP, 14.17 GOPS",,True,"220672 OP, 90.81 GOPS",False,pirTest,,6.091834524583063,10f10351,Tst
43,,,10,40,"792056 OP, 334.91 GOPS",10,,,False,1,85,5:01.99,,,d86e20f2,,True,True,LogReg_5,,"419512 OP, 177.38 GOPS","452864 OP, 191.49 GOPS",41,66,,1,0,1,19,False,20,33,1.28kHz,,0.0541226,"906808 OP, 383.43 GOPS",41,131.969017915,,85,0,2365,True,,28.1979,True,,,,,,,10,200,0,2019-12-13 12:52:06 -0800,False,41,,20,,0:01.85,,,200,,40,10,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",10.824524312896406,1000000000.0,"34432 OP, 14.56 GOPS",,True,"232824 OP, 98.45 GOPS",False,pirTest,,4.659619450317125,10f10351,Tst
45,,,8,40,"1212918 OP, 476.21 GOPS",8,,,False,1,115,6:28.06,,,d86e20f2,,True,True,LogReg_6,,"545412 OP, 214.14 GOPS","758414 OP, 297.77 GOPS",41,97,,1,0,1,18,False,20,29,1.15kHz,,0.0502552,"1343734 OP, 527.58 GOPS",41,201.222530255,,115,0,2547,True,,26.183,True,,,,,,,8,200,0,2019-12-13 12:52:06 -0800,False,41,,20,,0:02.22,,,200,,40,8,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",15.07656065959953,1000000000.0,"39908 OP, 15.67 GOPS",,True,"305260 OP, 119.85 GOPS",False,pirTest,,5.338952026231178,10f10351,Tst
12,,,2,40,"2152392 OP, 130.11 GOPS",2,,,False,1,19,1:42.38,,,d86e20f2,,True,True,MLP_0,,"793848 OP, 47.99 GOPS","1554960 OP, 94.00 GOPS",10,9,,1,0,1,10,False,20,10,9.24kHz,,7.91537,"2348808 OP, 141.98 GOPS",10,73.225077677,,19,0,16543,True,,10.2405,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,10,,20,,0:01.79,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20",49.47107537931451,1000000000.0,,,True,"695640 OP, 42.05 GOPS",False,pirTest,,36.204052249509544,10f10351,Tst
23,,,6,40,"106131 OP, 8.76 GOPS",6,,,False,1,34,2:01.52,,,d86e20f2,,True,True,NaivePageRank2_0,,"84858 OP, 7.00 GOPS","21401 OP, 1.77 GOPS",7,17,,1,0,1,13,False,20,3,6.15kHz,,0.0422442,"106259 OP, 8.77 GOPS",3,51.374709382,,34,0,12120,True,,15.8891,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.97,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",93.06930693069307,1000000000.0,,,True,"96123 OP, 7.93 GOPS",False,pirTest,,7.113990810845791,10f10351,Tst
23,,,6,40,"112069 OP, 9.30 GOPS",6,,,False,1,36,2:07.23,,,d86e20f2,,True,True,NaivePageRank2_1,,"84277 OP, 6.99 GOPS","27920 OP, 2.32 GOPS",6,19,,1,0,1,14,False,20,3,6.18kHz,,0.0424896,"112197 OP, 9.31 GOPS",3,54.209395948,,36,0,12050,True,,15.8858,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.95,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",93.60995850622406,1000000000.0,,,True,"95542 OP, 7.93 GOPS",False,pirTest,,6.148726710601252,10f10351,Tst
36,,,9,40,"116037 OP, 18.58 GOPS",9,,,False,1,55,3:38.21,,,d86e20f2,,True,True,NaivePageRank2_2,,"85685 OP, 13.72 GOPS","30480 OP, 4.88 GOPS",9,26,,1,0,1,23,False,20,3,3.3kHz,,0.0819856,"116165 OP, 18.60 GOPS",3,82.580852542,,55,0,6245,True,,28.5105,True,,,,,,,9,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.89,,,200,,40,9,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",90.69655724579664,1000000000.0,,,True,"95926 OP, 15.36 GOPS",False,pirTest,,8.807752084020157,10f10351,Tst
147,,,36,40,"195140 OP, 72.19 GOPS",36,,,False,1,226,25:51.85,,,d86e20f2,,True,True,NaivePageRank2_3,,"145692 OP, 53.90 GOPS","49641 OP, 18.37 GOPS",40,155,,1,0,1,40,False,20,9,0.82kHz,,0.189419,"195333 OP, 72.27 GOPS",9,349.04989424,,226,0,2703,True,,47.0943,True,,,,,,,36,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:03.28,,,200,,40,36,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",94.08065112837588,1000000000.0,,,True,"160150 OP, 59.25 GOPS",False,pirTest,,9.15642024475347,10f10351,Tst
23,,,6,40,"212262 OP, 8.86 GOPS",6,,,False,1,34,2:05.40,,,d86e20f2,,True,True,NaivePageRank2_4,,"169716 OP, 7.09 GOPS","42802 OP, 1.79 GOPS",8,16,,1,0,1,13,False,20,3,7.32kHz,,0.0427629,"212518 OP, 8.87 GOPS",3,46.98702162,,34,0,23946,True,,16.0815,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:03.27,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",94.2119769481333,1000000000.0,,,True,"192246 OP, 8.03 GOPS",False,pirTest,,7.2011699526549116,10f10351,Tst
19,,,6,40,"116424 OP, 14.20 GOPS",6,,,False,1,26,1:41.13,,,d86e20f2,,True,True,NaivePageRankCSR_0,,"98751 OP, 12.04 GOPS","17801 OP, 2.17 GOPS",5,10,,1,0,1,14,False,20,3,6.12kHz,,0.0624466,"116552 OP, 14.22 GOPS",3,40.274913199,,26,0,8199,True,,23.6517,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.34,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",88.9864617636297,1000000000.0,,,True,"106303 OP, 12.97 GOPS",False,pirTest,,15.438638291113211,10f10351,Tst
19,,,6,40,"126680 OP, 15.64 GOPS",6,,,False,1,28,1:44.72,,,d86e20f2,,True,True,NaivePageRankCSR_1,,"100808 OP, 12.44 GOPS","26000 OP, 3.21 GOPS",4,14,,1,0,1,13,False,20,3,6.18kHz,,0.0632021,"126808 OP, 15.65 GOPS",3,38.830300414,,28,0,8101,True,,25.5889,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.31,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",90.06295519071719,1000000000.0,,,True,"108360 OP, 13.38 GOPS",False,pirTest,,12.159853937067775,10f10351,Tst
