VPMU-split,runp2p_rbw,genpir,runp2p_complete,VBB-split,PCU,runhybrid_complete,vcLimit,runhybrid_deadlock,OPS-Prog FU,OPS-Other,VAFG-split,genpir_err,runp2p_wbw,DAG,app,VMC-alloc,VPCU-split,time,PCU_Total,pattern,OPS-FU,VPCU,OPS-Fix,runhybrid_err,runproute_err,runhybrid_cycle,runhybrid_pass,OPS-All,runp2p_cycle,VDAG,runp2p_time,col,runp2p_success,runp2p_pass,simfreq,PMU,maketst_time,pir_sha,runhybrid_time,MC,PMU_Total,VMC-split,runhybrid_dram_power,gentst_time,VMC,slink,DAG_Total,maxActive,freq,project,gentst_err,notFit,mergeTime_ms,VAFG,succeeded,runhybrid_rbw,algo,runhybrid_wbw,runp2p_err,MC_Total,OPS-Flt,runproute_time,prtime,maketst_err,runp2p_deadlock,vlink,spatial_sha,VBB-alloc,runp2p_dram_power,VPMU,pirArgs,VPCU-alloc,VAFG-alloc,VDAG-split,VDAG-alloc,row,avgActive,runhybrid_success,VPMU-alloc,backend
3,29.603,True,True,,14,False,,False,,,1,,0.11985,7,NaivePageRank_2,9,49,2020-01-10 18:13:08 -0800,200,,,35,,,,,,,4272,0,0:01.08,20,True,True,3.96kHz,17,3:01.40,b65b1a6c,,9,200,9,,748.156210266,9,,40,85.76779026217228,1000000000.0,pirTest,,,664309.773438,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",30,1,0,0,20,11.858538721759093,False,3,Tst
9,,True,False,,,False,,False,,,1,,,,NaivePageRank_3,36,198,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,36,,,,,,,1000000000.0,pirTest,,,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",120,1,0,0,20,,False,9,Tst
3,17.6238,True,True,,8,False,,False,,,1,,0.0637966,1,NaivePageRank_4,6,31,2020-01-10 18:13:08 -0800,200,,,20,,,,,,,16051,0,0:01.98,20,True,True,8.11kHz,14,1:54.05,b65b1a6c,,6,200,6,,205.274327826,6,,40,90.91022366207713,1000000000.0,pirTest,,,137803.077484,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",20,1,0,0,20,9.85867962536083,False,3,Tst
,,True,False,1,,False,,False,,,1,,,,OuterDRAMLock_0,,6,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,,,10.094263559,,,,,1000000000.0,pirTest,"[[31mbug[0m] 46-GlobalMerger throw java.io.FileNotFoundException: /local/ssd/home/yaqiz/spatial_part/gen/Tst_pirTest/OuterDRAMLock_0/merge/merge.csv (No such file or directory)
",,919.357916,,False,,,,,,,,,,False,,7f5b887d,1,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",6,1,0,0,20,,False,,Tst
,,True,False,1,,False,,False,,,1,,,,OuterDRAMLock_1,,10,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,,,11.12969555,,,,,1000000000.0,pirTest,"[[31mbug[0m] 46-GlobalMerger throw java.io.FileNotFoundException: /local/ssd/home/yaqiz/spatial_part/gen/Tst_pirTest/OuterDRAMLock_1/merge/merge.csv (No such file or directory)
",,709.949467,,False,,,,,,,,,,False,,7f5b887d,1,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",10,1,0,0,20,,False,,Tst
2,,True,False,,1,False,,False,,,1,,,1,OuterLock_0,1,7,2020-01-10 18:13:08 -0800,200,,,2,,,,,,,,0,0:00.47,20,False,,,2,0:46.51,b65b1a6c,,1,200,1,,17.902624985,1,,40,,1000000000.0,pirTest,,,4495.646154,1,False,,,,"tungsten: /local/ssd/home/yaqiz/spatial_part/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",7,1,0,0,20,,False,2,Tst
,,True,False,1,,False,,False,,,1,,,,OuterLock_1,1,14,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,1,,15.235799164,,,,,1000000000.0,pirTest,"[[31mbug[0m] 46-GlobalMerger throw java.io.FileNotFoundException: /local/ssd/home/yaqiz/spatial_part/gen/Tst_pirTest/OuterLock_1/merge/merge.csv (No such file or directory)
",,1247.851068,,False,,,,,,,,,,False,,7f5b887d,1,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",14,1,0,0,20,,False,,Tst
3,1.04895,True,True,,3,False,,False,,,1,,57.2867,0,OuterProduct_0,3,7,2020-01-10 18:13:08 -0800,200,,,4,,,,,,,4576,0,0:00.79,20,True,True,5.79kHz,4,0:53.85,b65b1a6c,,3,200,3,,25.480729239,3,,40,89.5104895104895,1000000000.0,pirTest,,,1964.994172,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",6,1,0,0,20,51.87432759548145,False,3,Tst
3,0.0729328,True,True,,1,False,,False,,,1,,3.9831,3,OuterProduct_1,3,7,2020-01-10 18:13:08 -0800,200,,,5,,,,,,,65814,0,0:02.01,20,True,True,32.74kHz,4,0:55.24,b65b1a6c,,3,200,3,,118.188874508,3,,40,99.57759747166257,1000000000.0,pirTest,,,96280.808171,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",6,1,0,0,20,19.418740693469474,False,3,Tst
9,0.776588,True,True,,6,False,,False,,,1,,93.556,2,OuterProduct_10,9,29,2020-01-10 18:13:08 -0800,200,,,12,,,,,,,2802,0,0:01.14,20,True,True,2.46kHz,13,2:01.27,b65b1a6c,,9,200,9,,130.347422535,9,,40,73.09064953604569,1000000000.0,pirTest,,,63752.541259,1,True,,,,,40,,,,,False,,7f5b887d,,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",22,1,0,0,20,41.306575889017004,False,9,Tst
21,0.750458,True,True,,20,False,,False,,,1,,96.0586,8,OuterProduct_11,21,77,2020-01-10 18:13:08 -0800,200,,,30,,,,,,,2729,0,0:01.71,20,True,True,1.6kHz,23,3:33.35,b65b1a6c,,21,200,21,,3841.506194214,21,,40,28.142176621473066,1000000000.0,pirTest,,,3682299.705229,1,True,,,,,40,,,,,False,,7f5b887d,,,21,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",57,1,0,0,20,17.90854981034534,False,21,Tst
5,0.0852145,True,True,,3,False,,False,,,1,,7.9327,2,OuterProduct_2,5,13,2020-01-10 18:13:08 -0800,200,,,8,,,,,,,33046,0,0:02.91,20,True,True,11.36kHz,8,1:55.12,b65b1a6c,,5,200,5,,52.249572408,5,,40,99.15874841130545,1000000000.0,pirTest,,,5269.740116,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,22.336196550853725,False,5,Tst
6,0.0793997,True,True,,1,False,,False,,,1,,7.93222,4,OuterProduct_3,6,14,2020-01-10 18:13:08 -0800,200,,,7,,,,,,,33048,0,0:02.50,20,True,True,13.22kHz,8,1:39.28,b65b1a6c,,6,200,6,,45.938010769,6,,40,99.15274751876059,1000000000.0,pirTest,,,4210.439377,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",12,1,0,0,20,20.176581099428496,False,6,Tst
10,0.12287,True,True,,3,False,,False,,,1,,15.7274,2,OuterProduct_4,10,26,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,16668,0,0:04.03,20,True,True,4.14kHz,18,2:57.26,b65b1a6c,,10,200,10,,160.274818979,10,,40,98.29613630909527,1000000000.0,pirTest,,,63811.745053,1,True,,,,,40,,,,,False,,7f5b887d,,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",22,1,0,0,20,22.69543436525078,False,10,Tst
10,0.87372,True,True,,6,False,,False,,,1,,111.836,6,OuterProduct_5,10,26,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,2344,0,0:01.15,20,True,True,2.04kHz,11,2:10.58,b65b1a6c,,10,200,10,,115.557005532,10,,40,43.68600682593857,1000000000.0,pirTest,,,46949.150523,1,True,,,,,40,,,,,False,,7f5b887d,,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",22,1,0,0,20,28.225052819762713,False,10,Tst
3,0.89864,True,True,,1,False,,False,,,1,,57.5129,1,OuterProduct_6,3,8,2020-01-10 18:13:08 -0800,200,,,6,,,,,,,4558,0,0:01.58,20,True,True,2.88kHz,7,1:21.34,b65b1a6c,,3,200,3,,38.490266494,3,,40,89.86397542781921,1000000000.0,pirTest,,,2603.962867,1,True,,,,,40,,,,,False,,7f5b887d,,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",6,1,0,0,20,52.07918452762683,False,3,Tst
5,0.949427,True,True,,6,False,,False,,,1,,88.383,2,OuterProduct_7,5,15,2020-01-10 18:13:08 -0800,200,,,11,,,,,,,2966,0,0:01.37,20,True,True,2.16kHz,8,2:10.34,b65b1a6c,,5,200,5,,59.459170381,5,,40,69.04922454484154,1000000000.0,pirTest,,,5799.444517,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,43.574464081293414,False,5,Tst
5,0.944649,True,True,,5,False,,False,,,1,,87.9383,2,OuterProduct_8,5,15,2020-01-10 18:13:08 -0800,200,,,11,,,,,,,2981,0,0:01.10,20,True,True,2.71kHz,9,1:35.75,b65b1a6c,,5,200,5,,46.622949422,5,,40,68.70177792687018,1000000000.0,pirTest,,,4740.341992,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,43.35520310805645,False,5,Tst
7,0.804469,True,True,,4,False,,False,,,1,,91.5307,2,OuterProduct_9,7,21,2020-01-10 18:13:08 -0800,200,,,10,,,,,,,2864,0,0:01.37,20,True,True,2.09kHz,11,3:07.15,b65b1a6c,,7,200,7,,109.960490238,7,,40,53.63128491620112,1000000000.0,pirTest,,,34351.121375,1,True,,,,,40,,,,,False,,7f5b887d,,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",17,1,0,0,20,34.47774521476325,False,7,Tst
8,2.02445,True,True,,1,False,,False,,,1,,0.00778636,1,SGD_0,3,16,2020-01-10 18:13:08 -0800,200,,,6,,,,,,,16439,0,0:01.64,20,True,True,10.02kHz,12,2:03.48,b65b1a6c,,3,200,3,,54.599481788,3,,40,49.83271488533366,1000000000.0,pirTest,,,9271.864748,1,True,,,,,40,,,,,False,,7f5b887d,,,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",9,1,0,0,20,12.729765520081234,False,8,Tst
10,3.80169,True,True,,8,False,,False,,,1,,0.0146219,1,SGD_1,3,21,2020-01-10 18:13:08 -0800,200,,,11,,,,,,,8754,0,0:01.35,20,True,True,6.48kHz,12,1:51.62,b65b1a6c,,3,200,3,,78.150763431,3,,40,46.790038839387705,1000000000.0,pirTest,,,21769.458938,1,True,,,,,40,,,,,False,,7f5b887d,,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",10,1,0,0,20,12.587103038610922,False,9,Tst
9,2.05508,True,True,,5,False,,False,,,1,,0.00790416,2,SGD_2,3,26,2020-01-10 18:13:08 -0800,200,,,12,,,,,,,16194,0,0:02.55,20,True,True,6.35kHz,14,2:33.94,b65b1a6c,,3,200,3,,157.902561677,3,,40,50.58663702605904,1000000000.0,pirTest,,,84934.164235,1,True,,,,,40,,,,,False,,7f5b887d,,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,11.09361491910584,False,8,Tst
11,3.90886,True,True,,6,False,,False,,,1,,0.0150341,3,SGD_3,3,30,2020-01-10 18:13:08 -0800,200,,,14,,,,,,,8514,0,0:01.59,20,True,True,5.35kHz,16,2:07.06,b65b1a6c,,3,200,3,,174.723683009,3,,40,48.10899694620625,1000000000.0,pirTest,,,110969.438996,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",12,1,0,0,20,11.599401382521322,False,9,Tst
14,4.32601,True,True,,20,False,,False,,,1,,0.0166385,2,SGD_4,3,52,2020-01-10 18:13:08 -0800,200,,,30,,,,,,,7693,0,0:01.80,20,True,True,4.27kHz,22,2:40.19,b65b1a6c,,3,200,3,,154.259352742,3,,40,36.60470557649811,1000000000.0,pirTest,,,43223.490487,1,True,,,,,40,,,,,False,,7f5b887d,,,14,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",15,1,0,0,20,8.78967444654119,False,10,Tst
4,0.0,True,True,,1,False,,False,,,1,,0.0,5,SRAMSplit_0,,12,2020-01-10 18:13:08 -0800,200,,,7,,,,,,,2097196,0,0:33.19,20,True,True,63.19kHz,5,0:49.62,b65b1a6c,,0,200,,,36.536284533,,,40,12.499737745065316,1000000000.0,pirTest,,,3283.781779,1,True,,,,,40,,,,,False,,7f5b887d,,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,11.538223124884553,False,1,Tst
4,0.0,True,True,,2,False,,False,,,1,,0.0,0,SRAMSplit_1,,5,2020-01-10 18:13:08 -0800,200,,,4,,,,,,,1851434,0,0:25.82,20,True,True,71.71kHz,6,0:46.44,b65b1a6c,,0,200,,,20.240459264,,,40,14.158970830178122,1000000000.0,pirTest,,,1908.632706,1,True,,,,,40,,,,,False,,7f5b887d,,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,8.193852860959547,False,1,Tst
5,0.0,True,True,,16,False,,False,,,1,,0.0,0,SRAMSplit_2,,27,2020-01-10 18:13:08 -0800,200,,,22,,,,,,,617200,0,0:54.63,20,True,True,11.3kHz,11,2:55.33,b65b1a6c,,0,200,,,137.409420302,,,40,14.157809462086844,1000000000.0,pirTest,,,35931.019138,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",7,1,0,0,20,7.179667707535498,False,1,Tst
10,0.0,True,True,,14,False,,False,,,1,,0.0,0,SRAMSplit_3,,51,2020-01-10 18:13:08 -0800,200,,,36,,,,,,,1234352,0,3:11.90,20,True,True,6.43kHz,32,3:35.60,b65b1a6c,,0,200,,,1636.182550357,,,40,14.15827899983149,1000000000.0,pirTest,,,1528053.01421,1,True,,,,,40,,,,,False,,7f5b887d,,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,8.06003220108193,False,1,Tst
10,0.0,True,True,,11,False,,False,,,1,,0.0,0,SRAMSplit_4,,51,2020-01-10 18:13:08 -0800,200,,,36,,,,,,,1234352,0,3:03.02,20,True,True,6.74kHz,35,3:29.41,b65b1a6c,,0,200,,,2982.110884005,,,40,14.15827899983149,1000000000.0,pirTest,,,2883581.531621,1,True,,,,,40,,,,,False,,7f5b887d,,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --bcread, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,8.06003220108193,False,1,Tst
,1.26733,True,True,,0,False,,False,,,1,,0.0,2,SharedLoader,1,16,2020-01-10 18:13:08 -0800,200,,,16,,,,,,,101,0,0:00.50,20,True,True,0.2kHz,14,1:04.44,b65b1a6c,,1,200,1,,23.248696701,1,,40,1.9801980198019802,1000000000.0,pirTest,,,3330.251004,1,True,,,,,40,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,1.43014301430143,False,,Tst
,1.26733,True,True,,0,False,,False,,,1,,0.0,2,SharedLoader2,1,16,2020-01-10 18:13:08 -0800,200,,,16,,,,,,,101,0,0:00.45,20,True,True,0.22kHz,14,1:04.12,b65b1a6c,,1,200,1,,24.040684343,1,,40,1.9801980198019802,1000000000.0,pirTest,,,3847.352389,1,True,,,,,40,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",10,1,0,0,20,1.43014301430143,False,,Tst
1,0.0,True,True,,0,False,,False,,,1,,0.0,1,SimpleDotProduct_0,,3,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,1091,0,0:00.49,20,True,True,2.23kHz,1,0:32.68,b65b1a6c,,0,200,,,11.981149375,,,40,93.85884509624198,1000000000.0,pirTest,,,873.432901,1,True,,,,,40,,,,,False,,7f5b887d,,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",3,1,0,0,20,62.9188308381709,False,1,Tst
2,0.0,True,True,,0,False,,False,,,1,,0.0,1,SimpleDotProduct_1,,5,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,581,0,0:00.45,20,True,True,1.29kHz,2,0:34.20,b65b1a6c,,0,200,,,14.598409961,,,40,88.12392426850258,1000000000.0,pirTest,,,1135.848832,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",5,1,0,0,20,70.70567986230637,False,2,Tst
2,,True,False,,2,False,,False,,,1,,,0,SimpleLock_0,1,7,2020-01-10 18:13:08 -0800,200,,,2,,,,,,,,0,0:00.48,20,False,,,2,0:44.15,b65b1a6c,,1,200,1,,24.797477375,1,,40,,1000000000.0,pirTest,,,11340.76876,1,False,,,,"tungsten: /local/ssd/home/yaqiz/spatial_part/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",7,1,0,0,20,,False,2,Tst
2,,True,False,,1,False,,False,,,1,,,0,SimpleLock_1,1,7,2020-01-10 18:13:08 -0800,200,,,3,,,,,,,,0,,20,False,,,3,,b65b1a6c,,1,200,1,,17.946002749,1,,40,,1000000000.0,pirTest,"[[31mbug[0m] 67-TungstenPIRGen throw java.util.NoSuchElementException: None.get
",,4001.152229,1,False,,,,,40,,,,,False,,7f5b887d,,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",7,1,0,0,20,,False,2,Tst
,0.0,True,True,,0,False,,False,,,1,,0.0,0,StreamInOutStop,2,1,2020-01-10 18:13:08 -0800,200,,,1,,,,,,,25,0,0:00.42,20,True,True,0.06kHz,1,0:31.40,b65b1a6c,,2,200,2,,13.057317932,2,,40,100.0,1000000000.0,pirTest,,,936.805691,1,True,,,,,40,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",1,1,0,0,20,37.6,False,,Tst
